,Category,Word,FirstLetter,Word.1,Freq
14760,Pflanze,Rhizom,R,,15.0
14761,Pflanze,Rhododendron,R,,11.0
14762,Pflanze,Rhus,R,,3.0
14763,Pflanze,Ribisel,R,,1.0
14764,Pflanze,Ried,R,,223.0
14765,Pflanze,Riedgras,R,,2.0
14766,Pflanze,Riesen-Bärenklau,R,,9.0
14767,Pflanze,Riesenbärenklau,R,,9.0
14768,Pflanze,Rinde,R,,201.0
14769,Pflanze,Rindenmulch,R,,8.0
14770,Pflanze,Ringelblume,R,,5.0
14771,Pflanze,Rio-Palisander,R,,1.0
14772,Pflanze,Rispe,R,,9.0
14773,Pflanze,Rispengras,R,,2.0
14774,Pflanze,Risspilz,R,,2.0
14775,Pflanze,Rittersporn,R,,7.0
14776,Pflanze,Rizinus,R,,1.0
14777,Pflanze,Rizinusöl,R,,8.0
14778,Pflanze,Robinie,R,,12.0
14779,Pflanze,Robinien,R,,5.0
14780,Pflanze,Roggen,R,,99.0
14781,Pflanze,Roggenfeld,R,,3.0
14782,Pflanze,Roggenähre,R,,1.0
14783,Pflanze,Rohbaumwolle,R,,3.0
14784,Pflanze,Rohbraunkohle,R,,5.0
14785,Pflanze,Rohholz,R,,6.0
14786,Pflanze,Rohkaffee,R,,6.0
14787,Pflanze,Rohkakao,R,,5.0
14788,Pflanze,Rohkautschuk,R,,1.0
14789,Pflanze,Rohkost,R,,33.0
14790,Pflanze,Rohr-Glanzgras,R,,2.0
14791,Pflanze,Rohrglanzgras,R,,3.0
14792,Pflanze,Rohrkolben,R,,3.0
14793,Pflanze,Rohtabak,R,,3.0
14794,Pflanze,Romanasalat,R,,1.0
14795,Pflanze,Romanesco,R,,2.0
14796,Pflanze,Rooibos,R,,4.0
14797,Pflanze,Rosa Pfeffer,R,,2.0
14798,Pflanze,Rosarium,R,,13.0
14799,Pflanze,Rose,R,,824.0
14800,Pflanze,Rosen-Malve,R,,1.0
14801,Pflanze,Rosenapfel,R,,1.0
14802,Pflanze,Rosenart,R,,1.0
14803,Pflanze,Rosenbeet,R,,3.0
14804,Pflanze,Rosenblatt,R,,7.0
14805,Pflanze,Rosenblüte,R,,3.0
14806,Pflanze,Rosenbusch,R,,8.0
14807,Pflanze,Rosenduft,R,,3.0
14808,Pflanze,Rosenfeld,R,,31.0
14809,Pflanze,Rosengarten,R,,121.0
14810,Pflanze,Rosengewächs,R,,2.0
14811,Pflanze,Rosengewächse,R,,8.0
14812,Pflanze,Rosenhag,R,,1.0
14813,Pflanze,Rosenhain,R,,8.0
14814,Pflanze,Rosenhecke,R,,2.0
14815,Pflanze,Rosenholz,R,,4.0
14816,Pflanze,Rosenknospe,R,,3.0
14817,Pflanze,Rosenkohl,R,,34.0
14818,Pflanze,Rosenkranz,R,,94.0
14819,Pflanze,Rosenlaube,R,,1.0
14820,Pflanze,Rosenquarz,R,,1.0
14821,Pflanze,Rosenspalier,R,,1.0
14822,Pflanze,Rosenstock,R,,8.0
14823,Pflanze,Rosenstrauch,R,,2.0
14824,Pflanze,Rosenstrauß,R,,7.0
14825,Pflanze,Rosenöl,R,,4.0
14826,Pflanze,Rosmarin,R,,39.0
14827,Pflanze,Rosmarinheide,R,,2.0
14828,Pflanze,Rosskastanie,R,,7.0
14829,Pflanze,Rot-Eiche,R,,2.0
14830,Pflanze,Rota,R,,15.0
14831,Pflanze,Rotalge,R,,1.0
14832,Pflanze,Rotbuche,R,,21.0
14833,Pflanze,Rotbusch,R,,1.0
14834,Pflanze,Rote Beete,R,,24.0
14835,Pflanze,Rote Bete,R,,60.0
14836,Pflanze,Rote Feuerameise,R,,1.0
14837,Pflanze,Rote Rübe,R,,1.0
14838,Pflanze,Rote Spornblume,R,,1.0
14839,Pflanze,Rote-Bete-Salat,R,,2.0
14840,Pflanze,Roteiche,R,,10.0
14841,Pflanze,Rotes Straußgras,R,,1.0
14842,Pflanze,Rotfuchs,R,,11.0
14843,Pflanze,Rothirsch,R,,24.0
14844,Pflanze,Rotholz,R,,3.0
14845,Pflanze,Rotklee,R,,3.0
14846,Pflanze,Rotkohl,R,,45.0
14847,Pflanze,Rotkraut,R,,9.0
14848,Pflanze,Rotwangen-Schmuckschildkröte,R,,1.0
14849,Pflanze,Ruchgras,R,,1.0
14850,Pflanze,Rucola,R,,29.0
14851,Pflanze,Ruhrkraut,R,,1.0
14852,Pflanze,Runkelrübe,R,,1.0
14853,Pflanze,Rute,R,,37.0
14854,Pflanze,Rutenbündel,R,,2.0
14855,Pflanze,Rye,R,,16.0
14856,Pflanze,Räucherstäbchen,R,,22.0
14857,Pflanze,Röhricht,R,,14.0
14858,Pflanze,Röhrling,R,,3.0
14859,Pflanze,Römersalat,R,,1.0
14860,Pflanze,Rötegewächse,R,,2.0
14861,Pflanze,Rübchen,R,,4.0
14862,Pflanze,Rübe,R,,30.0
14863,Pflanze,Rübenblatt,R,,1.0
14864,Pflanze,Rübenernte,R,,2.0
14865,Pflanze,Rübenfeld,R,,1.0
14866,Pflanze,Rübenkraut,R,,3.0
14867,Pflanze,Rübensaft,R,,2.0
14868,Pflanze,Rübenzucker,R,,6.0
14869,Pflanze,Rübsamen,R,,1.0
14870,Pflanze,Saat,S,,78.0
14871,Pflanze,Saatgetreide,S,,2.0
14872,Pflanze,Saatgut,S,,186.0
14873,Pflanze,Saatkorn,S,,2.0
14874,Pflanze,Saatweizen,S,,1.0
14875,Pflanze,Saflor,S,,1.0
14876,Pflanze,Safran,S,,41.0
14877,Pflanze,Sago,S,,3.0
14878,Pflanze,Salat,S,,313.0
14879,Pflanze,Salatblatt,S,,1.0
14880,Pflanze,Salatgurke,S,,5.0
14881,Pflanze,Salatkartoffel,S,,1.0
14882,Pflanze,Salatkopf,S,,2.0
14883,Pflanze,Salatöl,S,,1.0
14884,Pflanze,Salbei,S,,48.0
14885,Pflanze,Salbei-Gamander,S,,2.0
14886,Pflanze,Salep,S,,1.0
14887,Pflanze,Saline,S,,43.0
14888,Pflanze,Salweide,S,,1.0
14889,Pflanze,Salz-Schlickgras,S,,1.0
14890,Pflanze,Salz-Schuppenmiere,S,,1.0
14891,Pflanze,Salzschwaden,S,,1.0
14892,Pflanze,Samenkorn,S,,13.0
14893,Pflanze,Samenpflanze,S,,1.0
14894,Pflanze,Samenschale,S,,11.0
14895,Pflanze,Sammelsteinfrucht,S,,1.0
14896,Pflanze,Samtfußrübling,S,,1.0
14897,Pflanze,Sand-Binse,S,,1.0
14898,Pflanze,Sand-Schaumkresse,S,,1.0
14899,Pflanze,Sand-Segge,S,,1.0
14900,Pflanze,Sand-Strohblume,S,,1.0
14901,Pflanze,Sand-Thymian,S,,1.0
14902,Pflanze,Sanddorn,S,,13.0
14903,Pflanze,Sanddüne,S,,6.0
14904,Pflanze,Sandelholz,S,,16.0
14905,Pflanze,Sandelholzöl,S,,2.0
14906,Pflanze,Sanikel,S,,1.0
14907,Pflanze,Sansevieria,S,,4.0
14908,Pflanze,Sassafras,S,,1.0
14909,Pflanze,Saubohne,S,,1.0
14910,Pflanze,Sauerampfer,S,,5.0
14911,Pflanze,Sauerkirschbaum,S,,1.0
14912,Pflanze,Sauerkirsche,S,,4.0
14913,Pflanze,Sauerkraut,S,,56.0
14914,Pflanze,Savanne,S,,55.0
14915,Pflanze,Saxifraga,S,,3.0
14916,Pflanze,Schachblume,S,,1.0
14917,Pflanze,Schachtelhalm,S,,2.0
14918,Pflanze,Schafgarbe,S,,7.0
14919,Pflanze,Schafporling,S,,1.0
14920,Pflanze,Schafsweide,S,,1.0
14921,Pflanze,Schafweide,S,,10.0
14922,Pflanze,Schalenobst,S,,4.0
14923,Pflanze,Schalotte,S,,4.0
14924,Pflanze,Scharbockskraut,S,,2.0
14925,Pflanze,Scharte,S,,37.0
14926,Pflanze,Schattenpflanze,S,,1.0
14927,Pflanze,Scheiden-Kronwicke,S,,1.0
14928,Pflanze,Scheidenflora,S,,5.0
14929,Pflanze,Schellenbaum,S,,4.0
14930,Pflanze,Scherbaum,S,,3.0
14931,Pflanze,Schierling,S,,13.0
14932,Pflanze,Schildfarn,S,,1.0
14933,Pflanze,Schilf,S,,55.0
14934,Pflanze,Schilfbestand,S,,4.0
14935,Pflanze,Schilfdach,S,,2.0
14936,Pflanze,Schilfgürtel,S,,12.0
14937,Pflanze,Schilfrohr,S,,11.0
14938,Pflanze,Schlafbaum,S,,1.0
14939,Pflanze,Schlafmohn,S,,7.0
14940,Pflanze,Schlamm,S,,270.0
14941,Pflanze,Schlammablagerung,S,,1.0
14942,Pflanze,Schlammbad,S,,3.0
14943,Pflanze,Schlammbildung,S,,2.0
14944,Pflanze,Schlammsegge,S,,1.0
14945,Pflanze,Schlangen-Knöterich,S,,1.0
14946,Pflanze,Schlangen-Lauch,S,,2.0
14947,Pflanze,Schlank-Segge,S,,1.0
14948,Pflanze,Schlauchpilz,S,,1.0
14949,Pflanze,Schlehdorn,S,,1.0
14950,Pflanze,Schlehe,S,,7.0
14951,Pflanze,Schleierkraut,S,,2.0
14952,Pflanze,Schleifenblume,S,,1.0
14953,Pflanze,Schleimpilz,S,,4.0
14954,Pflanze,Schlick,S,,37.0
14955,Pflanze,Schlickgras,S,,1.0
14956,Pflanze,Schlickwatt,S,,2.0
14957,Pflanze,Schling-Knöterich,S,,1.0
14958,Pflanze,Schlingpflanze,S,,1.0
14959,Pflanze,Schlüsselblume,S,,6.0
14960,Pflanze,Schmalwand,S,,2.0
14961,Pflanze,Schmetterlingsblütler,S,,3.0
14962,Pflanze,Schmetterlingsstrauch,S,,1.0
14963,Pflanze,Schmiele,S,,1.0
14964,Pflanze,Schmierblatt,S,,1.0
14965,Pflanze,Schnabel-Segge,S,,1.0
14966,Pflanze,Schneeball,S,,24.0
14967,Pflanze,Schneeglöckchen,S,,23.0
14968,Pflanze,Schneeheide,S,,2.0
14969,Pflanze,Schneide,S,,85.0
14970,Pflanze,Schnittblume,S,,3.0
14971,Pflanze,Schnittlauch,S,,44.0
14972,Pflanze,Schnittsalat,S,,2.0
14973,Pflanze,Schopf-Tintling,S,,1.0
14974,Pflanze,Schopftintling,S,,1.0
14975,Pflanze,Schote,S,,11.0
14976,Pflanze,Schrebergarten,S,,33.0
14977,Pflanze,Schrubber,S,,7.0
14978,Pflanze,Schulgarten,S,,104.0
14979,Pflanze,Schuppenwurz,S,,2.0
14980,Pflanze,Schutzwald,S,,6.0
14981,Pflanze,Schwaden,S,,8.0
14982,Pflanze,Schwalbenschwanz,S,,9.0
14983,Pflanze,Schwamm,S,,100.0
14984,Pflanze,Schwammspinner,S,,3.0
14985,Pflanze,Schwanenblume,S,,1.0
14986,Pflanze,Schwarz-Erle,S,,3.0
14987,Pflanze,Schwarz-Fichte,S,,1.0
14988,Pflanze,Schwarz-Pappel,S,,2.0
14989,Pflanze,Schwarzdorn,S,,2.0
14990,Pflanze,Schwarze Johannisbeere,S,,1.0
14991,Pflanze,Schwarzerde,S,,1.0
14992,Pflanze,Schwarzerle,S,,10.0
14993,Pflanze,Schwarzkiefer,S,,3.0
14994,Pflanze,Schwarzkohl,S,,1.0
14995,Pflanze,Schwarzkümmel,S,,2.0
14996,Pflanze,Schwarzpappel,S,,2.0
14997,Pflanze,Schwarzschimmel,S,,1.0
14998,Pflanze,Schwarzschopf-Segge,S,,1.0
14999,Pflanze,Schwarzwurzel,S,,5.0
15000,Pflanze,Schwedische Mehlbeere,S,,1.0
15001,Pflanze,Schwefelbad,S,,3.0
15002,Pflanze,Schwefelholz,S,,1.0
15003,Pflanze,Schwefelkalk,S,,3.0
15004,Pflanze,Schwefelkies,S,,2.0
15005,Pflanze,Schwefelkopf,S,,2.0
15006,Pflanze,Schwefelporling,S,,3.0
15007,Pflanze,Schwefelquelle,S,,3.0
15008,Pflanze,Schweifrübe,S,,1.0
15009,Pflanze,Schwertlilie,S,,5.0
15010,Pflanze,Schwertliliengewächse,S,,1.0
15011,Pflanze,Schwingel,S,,3.0
15012,Pflanze,Schöllkraut,S,,4.0
15013,Pflanze,Schössling,S,,2.0
15014,Pflanze,Schöterich,S,,1.0
15015,Pflanze,Sedum,S,,2.0
15016,Pflanze,Seegras,S,,11.0
15017,Pflanze,Seegurke,S,,5.0
15018,Pflanze,Seelilie,S,,1.0
15019,Pflanze,Seerose,S,,13.0
15020,Pflanze,Seetang,S,,9.0
15021,Pflanze,Segge,S,,7.0
15022,Pflanze,Seide,S,,126.0
15023,Pflanze,Seidelbast,S,,5.0
15024,Pflanze,Seidenband,S,,2.0
15025,Pflanze,Seidenbatist,S,,1.0
15026,Pflanze,Seidenbrokat,S,,1.0
15027,Pflanze,Seifenbaum,S,,1.0
15028,Pflanze,Seitling,S,,1.0
15029,Pflanze,Sekundärvegetation,S,,5.0
15030,Pflanze,Sekundärwald,S,,2.0
15031,Pflanze,Sellerie,S,,34.0
15032,Pflanze,Selleriesalat,S,,1.0
15033,Pflanze,Selleriesalz,S,,1.0
15034,Pflanze,Senf,S,,104.0
15035,Pflanze,Senfgurke,S,,1.0
15036,Pflanze,Senfkorn,S,,6.0
15037,Pflanze,Sensenblatt,S,,2.0
15038,Pflanze,Serpentin,S,,3.0
15039,Pflanze,Sesam,S,,35.0
15040,Pflanze,Sesamöl,S,,8.0
15041,Pflanze,Shamrock,S,,10.0
15042,Pflanze,Shiitake,S,,5.0
15043,Pflanze,Shiso,S,,2.0
15044,Pflanze,Sibirische Schwertlilie,S,,1.0
15045,Pflanze,Siebenstern,S,,3.0
15046,Pflanze,Siegwurz,S,,1.0
15047,Pflanze,Silber-Weide,S,,1.0
15048,Pflanze,Silberbach,S,,11.0
15049,Pflanze,Silberblatt,S,,5.0
15050,Pflanze,Silberdistel,S,,3.0
15051,Pflanze,Silbergras,S,,1.0
15052,Pflanze,Silberlinde,S,,3.0
15053,Pflanze,Silbertanne,S,,4.0
15054,Pflanze,Silberweide,S,,1.0
15055,Pflanze,Silberwurz,S,,1.0
15056,Pflanze,Silomais,S,,16.0
15057,Pflanze,Simse,S,,2.0
15058,Pflanze,Skabiose,S,,6.0
15059,Pflanze,Skulpturengarten,S,,12.0
15060,Pflanze,Soja,S,,95.0
15061,Pflanze,Sojaanbau,S,,6.0
15062,Pflanze,Sojabohne,S,,10.0
15063,Pflanze,Sojabohnen,S,,39.0
15064,Pflanze,Sojabrot,S,,1.0
15065,Pflanze,Sojadrink,S,,3.0
15066,Pflanze,Sojamehl,S,,4.0
15067,Pflanze,Sojamilch,S,,15.0
15068,Pflanze,Sojapflanze,S,,2.0
15069,Pflanze,Sojaprodukt,S,,1.0
15070,Pflanze,Sojaprotein,S,,1.0
15071,Pflanze,Sojasauce,S,,11.0
15072,Pflanze,Sojaschrot,S,,6.0
15073,Pflanze,Sojasoße,S,,9.0
15074,Pflanze,Sojasprossen,S,,1.0
15075,Pflanze,Sojaöl,S,,8.0
15076,Pflanze,Solanum,S,,8.0
15077,Pflanze,Sole,S,,63.0
15078,Pflanze,Solitärbaum,S,,2.0
15079,Pflanze,Soma,S,,17.0
15080,Pflanze,Sommer-Trüffel,S,,1.0
15081,Pflanze,Sommeraster,S,,1.0
15082,Pflanze,Sommerblume,S,,3.0
15083,Pflanze,Sommerfrucht,S,,1.0
15084,Pflanze,Sommergerste,S,,5.0
15085,Pflanze,Sommergetreide,S,,6.0
15086,Pflanze,Sommerlinde,S,,7.0
15087,Pflanze,Sommertrüffel,S,,1.0
15088,Pflanze,Sommerweide,S,,5.0
15089,Pflanze,Sommerweizen,S,,4.0
15090,Pflanze,Sommerzypresse,S,,1.0
15091,Pflanze,Sonnenblume,S,,28.0
15092,Pflanze,Sonnenblumenöl,S,,28.0
15093,Pflanze,Sonnenhut,S,,11.0
15094,Pflanze,Sonnenkorona,S,,2.0
15095,Pflanze,Sonnenkraftwerk,S,,1.0
15096,Pflanze,Sonnenröschen,S,,1.0
15097,Pflanze,Sonnentau,S,,15.0
15098,Pflanze,Sonnenwende,S,,8.0
15099,Pflanze,Sonstiges,S,,51.0
15100,Pflanze,Sorbus,S,,8.0
15101,Pflanze,Sorghum,S,,14.0
15102,Pflanze,Spaghettikürbis,S,,3.0
15103,Pflanze,Spargel,S,,251.0
15104,Pflanze,Spargelbohne,S,,1.0
15105,Pflanze,Spargelsalat,S,,3.0
15106,Pflanze,Spargelstange,S,,1.0
15107,Pflanze,Spargeltopf,S,,3.0
15108,Pflanze,Spark,S,,41.0
15109,Pflanze,Speierling,S,,6.0
15110,Pflanze,Speisekartoffel,S,,1.0
15111,Pflanze,Speisepilz,S,,10.0
15112,Pflanze,Speisestärke,S,,14.0
15113,Pflanze,Speisezwiebel,S,,1.0
15114,Pflanze,Spelt,S,,1.0
15115,Pflanze,Spelz,S,,3.0
15116,Pflanze,Spier,S,,14.0
15117,Pflanze,Spiere,S,,1.0
15118,Pflanze,Spierstrauch,S,,1.0
15119,Pflanze,Spinat,S,,98.0
15120,Pflanze,Spitz-Ahorn,S,,2.0
15121,Pflanze,Spitz-Wegerich,S,,1.0
15122,Pflanze,Spitzahorn,S,,6.0
15123,Pflanze,Spitzkohl,S,,9.0
15124,Pflanze,Spitzwegerich,S,,8.0
15125,Pflanze,Spongin,S,,3.0
15126,Pflanze,Spongiosa,S,,1.0
15127,Pflanze,Spore,S,,7.0
15128,Pflanze,Sporenbildner,S,,2.0
15129,Pflanze,Sporenbildung,S,,1.0
15130,Pflanze,Sporenkapsel,S,,7.0
15131,Pflanze,Spornblume,S,,1.0
15132,Pflanze,Spreewaldgurke,S,,1.0
15133,Pflanze,Spreu,S,,23.0
15134,Pflanze,Springkraut,S,,3.0
15135,Pflanze,Spross,S,,70.0
15136,Pflanze,Sprossachse,S,,9.0
15137,Pflanze,Sprosse,S,,17.0
15138,Pflanze,Sprossenfenster,S,,9.0
15139,Pflanze,Sprossenwand,S,,3.0
15140,Pflanze,Sproß,S,,3.0
15141,Pflanze,Sprössling,S,,28.0
15142,Pflanze,Spätblüher,S,,4.0
15143,Pflanze,Spätblüte,S,,1.0
15144,Pflanze,Späte Gelb-Segge,S,,1.0
15145,Pflanze,Spätholz,S,,1.0
15146,Pflanze,Spätsommer,S,,259.0
15147,Pflanze,Spätsommertag,S,,6.0
15148,Pflanze,Stachelbeere,S,,4.0
15149,Pflanze,Stachelseerose,S,,1.0
15150,Pflanze,Stadtbaum,S,,3.0
15151,Pflanze,Stadtgarten,S,,60.0
15152,Pflanze,Stadtwald,S,,121.0
15153,Pflanze,Stammblatt,S,,3.0
15154,Pflanze,Stammzelle,S,,3.0
15155,Pflanze,Stampfkartoffeln,S,,1.0
15156,Pflanze,Stangenbohne,S,,1.0
15157,Pflanze,Stangenholz,S,,2.0
15158,Pflanze,Stangensellerie,S,,2.0
15159,Pflanze,Stangenspargel,S,,1.0
15160,Pflanze,Star,S,,1698.0
15161,Pflanze,Staubblatt,S,,10.0
15162,Pflanze,Staubblattkreis,S,,2.0
15163,Pflanze,Staubfaden,S,,3.0
15164,Pflanze,Staublunge,S,,4.0
15165,Pflanze,Staudamm,S,,71.0
15166,Pflanze,Staude,S,,37.0
15167,Pflanze,Stechapfel,S,,4.0
15168,Pflanze,Stechginster,S,,1.0
15169,Pflanze,Stechpalme,S,,7.0
15170,Pflanze,Stechpalmen,S,,5.0
15171,Pflanze,Steckling,S,,4.0
15172,Pflanze,Steckrübe,S,,5.0
15173,Pflanze,Steife Segge,S,,1.0
15174,Pflanze,Steinbrech,S,,3.0
15175,Pflanze,Steineiche,S,,1.0
15176,Pflanze,Steingarten,S,,6.0
15177,Pflanze,Steinkoralle,S,,2.0
15178,Pflanze,Steinobst,S,,5.0
15179,Pflanze,Steinpilz,S,,7.0
15180,Pflanze,Stendelwurz,S,,1.0
15181,Pflanze,Steppe,S,,47.0
15182,Pflanze,Steppenflora,S,,1.0
15183,Pflanze,Steppengras,S,,1.0
15184,Pflanze,Sternanis,S,,7.0
15185,Pflanze,Sternmiere,S,,2.0
15186,Pflanze,Stevia,S,,19.0
15187,Pflanze,Stiefmütterchen,S,,10.0
15188,Pflanze,Stiel-Eiche,S,,2.0
15189,Pflanze,Stieleiche,S,,14.0
15190,Pflanze,Stielgemüse,S,,1.0
15191,Pflanze,Stinkmorchel,S,,2.0
15192,Pflanze,Storchschnabel,S,,3.0
15193,Pflanze,Strand-Gerste,S,,1.0
15194,Pflanze,Strandaster,S,,1.0
15195,Pflanze,Strandflieder,S,,1.0
15196,Pflanze,Strandhafer,S,,5.0
15197,Pflanze,Strandling,S,,1.0
15198,Pflanze,Strandroggen,S,,2.0
15199,Pflanze,Strauch,S,,76.0
15200,Pflanze,Strauchbirke,S,,1.0
15201,Pflanze,Strauchwerk,S,,11.0
15202,Pflanze,Straußgras,S,,3.0
15203,Pflanze,Straßenbaum,S,,11.0
15204,Pflanze,Streichelwiese,S,,4.0
15205,Pflanze,Streptokokkus,S,,1.0
15206,Pflanze,Streuobst,S,,13.0
15207,Pflanze,Streuobstgürtel,S,,2.0
15208,Pflanze,Streuobstwiese,S,,84.0
15209,Pflanze,Streuwiese,S,,1.0
15210,Pflanze,Stroh,S,,179.0
15211,Pflanze,Strohballen,S,,38.0
15212,Pflanze,Strohblume,S,,1.0
15213,Pflanze,Strohhalm,S,,42.0
15214,Pflanze,Strohhaufen,S,,1.0
15215,Pflanze,Strohwisch,S,,1.0
15216,Pflanze,Stängel,S,,143.0
15217,Pflanze,Stängelblatt,S,,4.0
15218,Pflanze,Stängellose Schlüsselblume,S,,1.0
15219,Pflanze,Stängelumfassende Taubnessel,S,,2.0
15220,Pflanze,Sukkulente,S,,1.0
15221,Pflanze,Sumach,S,,2.0
15222,Pflanze,Sumpf,S,,82.0
15223,Pflanze,Sumpf-Bärlapp,S,,1.0
15224,Pflanze,Sumpf-Glanzkraut,S,,1.0
15225,Pflanze,Sumpf-Herzblatt,S,,1.0
15226,Pflanze,Sumpf-Porst,S,,1.0
15227,Pflanze,Sumpf-Wolfsmilch,S,,1.0
15228,Pflanze,Sumpfblume,S,,1.0
15229,Pflanze,Sumpfboden,S,,2.0
15230,Pflanze,Sumpfdotterblume,S,,3.0
15231,Pflanze,Sumpfflora,S,,1.0
15232,Pflanze,Sumpfknabenkraut,S,,1.0
15233,Pflanze,Sumpfporst,S,,1.0
15234,Pflanze,Sumpfwald,S,,2.0
15235,Pflanze,Sumpfwiese,S,,1.0
15236,Pflanze,Sumpfzypresse,S,,3.0
15237,Pflanze,Szechuanpfeffer,S,,2.0
15238,Pflanze,Sämerei,S,,1.0
15239,Pflanze,Sämling,S,,1.0
15240,Pflanze,Säuerling,S,,3.0
15241,Pflanze,Südseemyrte,S,,3.0
15242,Pflanze,Süßgras,S,,1.0
15243,Pflanze,Süßgräser,S,,4.0
15244,Pflanze,Süßholz,S,,3.0
15245,Pflanze,Süßkartoffel,S,,18.0
15246,Pflanze,Süßkartoffeln,S,,33.0
15247,Pflanze,Süßkirsche,S,,3.0
15248,Pflanze,Süßwein,S,,2.0
15249,Pflanze,Tabak,T,,227.0
15250,Pflanze,Tabakpflanze,T,,3.0
15251,Pflanze,Tafelobst,T,,4.0
15252,Pflanze,Taglilie,T,,1.0
15253,Pflanze,Taglilien,T,,2.0
15254,Pflanze,Taiga,T,,11.0
15255,Pflanze,Tamarinde,T,,1.0
15256,Pflanze,Tamarindenbaum,T,,1.0
15257,Pflanze,Tamariske,T,,1.0
15258,Pflanze,Tang,T,,34.0
15259,Pflanze,Tann,T,,14.0
15260,Pflanze,Tanne,T,,101.0
15261,Pflanze,Tannebaum,T,,1.0
15262,Pflanze,Tannenbaum,T,,63.0
15263,Pflanze,Tannenbäumchen,T,,1.0
15264,Pflanze,Tannendickicht,T,,1.0
15265,Pflanze,Tannengrün,T,,15.0
15266,Pflanze,Tannenholz,T,,5.0
15267,Pflanze,Tannennadel,T,,1.0
15268,Pflanze,Tannenreisig,T,,2.0
15269,Pflanze,Tannenschonung,T,,1.0
15270,Pflanze,Tannenwald,T,,7.0
15271,Pflanze,Tannenzapfen,T,,18.0
15272,Pflanze,Tannenzweig,T,,1.0
15273,Pflanze,Tannia,T,,1.0
15274,Pflanze,Tannin,T,,5.0
15275,Pflanze,Taro,T,,12.0
15276,Pflanze,Taubenkropf,T,,2.0
15277,Pflanze,Taubnessel,T,,6.0
15278,Pflanze,Tausendblatt,T,,1.0
15279,Pflanze,Tausendgüldenkraut,T,,1.0
15280,Pflanze,Taxus,T,,1.0
15281,Pflanze,Teak,T,,16.0
15282,Pflanze,Teakholz,T,,13.0
15283,Pflanze,Teeplantage,T,,4.0
15284,Pflanze,Teestrauch,T,,1.0
15285,Pflanze,Teff,T,,2.0
15286,Pflanze,Teichbinse,T,,1.0
15287,Pflanze,Teichschlamm,T,,1.0
15288,Pflanze,Teichsimse,T,,1.0
15289,Pflanze,Teichwirtschaft,T,,19.0
15290,Pflanze,Teltower Rübchen,T,,1.0
15291,Pflanze,Termitenhügel,T,,5.0
15292,Pflanze,Teufelsabbiss,T,,3.0
15293,Pflanze,Teufelskralle,T,,5.0
15294,Pflanze,Textilfaser,T,,1.0
15295,Pflanze,Thuja,T,,2.0
15296,Pflanze,Thymian,T,,52.0
15297,Pflanze,Tiare,T,,3.0
15298,Pflanze,Tiefengeothermie,T,,11.0
15299,Pflanze,Tiefsee,T,,54.0
15300,Pflanze,Tiergarten,T,,230.0
15301,Pflanze,Tiergehege,T,,41.0
15302,Pflanze,Tierheim,T,,400.0
15303,Pflanze,Tierkäfig,T,,1.0
15304,Pflanze,Tollkirsche,T,,5.0
15305,Pflanze,Tollkraut,T,,1.0
15306,Pflanze,Tomate,T,,63.0
15307,Pflanze,Tomaten,T,,333.0
15308,Pflanze,Tomatenpflanze,T,,3.0
15309,Pflanze,Tomatensaft,T,,5.0
15310,Pflanze,Tomatensalat,T,,4.0
15311,Pflanze,Tomatensauce,T,,20.0
15312,Pflanze,Tomatensoße,T,,19.0
15313,Pflanze,Tomatensuppe,T,,10.0
15314,Pflanze,Tonkabohne,T,,4.0
15315,Pflanze,Tonkabohnenbaum,T,,1.0
15316,Pflanze,Topfpflanze,T,,6.0
15317,Pflanze,Topinambur,T,,7.0
15318,Pflanze,Torf,T,,91.0
15319,Pflanze,Torfmoor,T,,4.0
15320,Pflanze,Torfmoos,T,,12.0
15321,Pflanze,Torfschicht,T,,10.0
15322,Pflanze,Torfstich,T,,7.0
15323,Pflanze,Torfstreu,T,,1.0
15324,Pflanze,Totholz,T,,91.0
15325,Pflanze,Tragant,T,,4.0
15326,Pflanze,Transportsicherung,T,,4.0
15327,Pflanze,Traube,T,,58.0
15328,Pflanze,Trauben-Eiche,T,,3.0
15329,Pflanze,Trauben-Steinbrech,T,,1.0
15330,Pflanze,Traubeneiche,T,,8.0
15331,Pflanze,Traubenkirsche,T,,5.0
15332,Pflanze,Traubenkraut,T,,3.0
15333,Pflanze,Traubensilberkerze,T,,1.0
15334,Pflanze,Trauerweide,T,,8.0
15335,Pflanze,Treibholz,T,,21.0
15336,Pflanze,Trespe,T,,2.0
15337,Pflanze,Trester,T,,13.0
15338,Pflanze,Trifolium,T,,3.0
15339,Pflanze,Triglav-Pippau,T,,1.0
15340,Pflanze,Triton,T,,19.0
15341,Pflanze,Trockenobst,T,,7.0
15342,Pflanze,Trockenpflaume,T,,1.0
15343,Pflanze,Trockenrasen,T,,20.0
15344,Pflanze,Trockental,T,,7.0
15345,Pflanze,Trockenwald,T,,3.0
15346,Pflanze,Trollblume,T,,1.0
15347,Pflanze,Trompetenbaum,T,,4.0
15348,Pflanze,Tropenfrucht,T,,1.0
15349,Pflanze,Tropenholz,T,,11.0
15350,Pflanze,Tropenwald,T,,4.0
15351,Pflanze,Träne,T,,53.0
15352,Pflanze,Tränendes Herz,T,,1.0
15353,Pflanze,Trüffel,T,,35.0
15354,Pflanze,Tsuga,T,,1.0
